"Chapter Title","Sub-Chapter Title","sutra_no","sutra_translation","sb_verse_no","sb_verse_roman","sb_verse_devanagari","sb_verse_synonyms","sb_verse_translation"
"--Contents of Chapter One--","DEEP SLEEP, ALTHOUGH THEY FAIL TO UNDERSTAND HOW.","1.3.15","1o|87|2o va-krta-puresv amisv abahir-antara-samvaranam ava purusam vadanty akhila-sakti-dhrto 'msa-krtam ti nr-gatim vivicya kavayo nigamavapanam bhavata upasate 'nghrim abhavam bhuvi visvasitah","1.3.15","1o|87|2o va-krta-puresv amisv abahir-antara-samvaranam ava purusam vadanty akhila-sakti-dhrto 'msa-krtam ti nr-gatim vivicya kavayo nigamavapanam bhavata upasate 'nghrim abhavam bhuvi visvasitah","१ओ।८७।२ओ व-क्र्त-पुरेस्व् अमिस्व् अबहिर्-अन्तर-सम्वरनम् अव पुरुसम् वदन्त्य् अखिल-सक्ति-ध्र्तो 'म्स-क्र्तम् ति न्र्-गतिम् विविच्य कवयो निगमवपनम् भवत उपसते 'न्घ्रिम् अभवम् भुवि विस्वसितह्","sva--by himself; krta--created; puresu--in the bodies; amisu--these; abahi--not ekṣternally; antara--or internally; samvaranam--vhose factual development; tava--ẏour; purusam--living entity; vadanti--(the Vedas) say; akhila--of all; sakti--energies; dhrtah--of the possessor; amsa-- as the ekṣpansion; krtam--manifested; iti--in this manner; nr--of the living entity; gatim--the status; vivicya--ascertaining; kavayah-- learned sages; nigama--of the Vedas; avapanam--the field in vhic all offerings are sovn; bhavatah--ẏour; upasate--they vorśip; anghrim--the fīt; abhavam--vhic cause the cessation of material ekṣistence; bhuvi-- on the earth; visvasitah--having developed faith|","ṭhe individual living entity, vhile inhabiting the material bodies he has created for himself by his karma, actually remains uncovered by either gross or subtle matter| ṭhis is so because, as the Vedas describe, he is part and parcel of ẏou, the possessor of all potencies| ḥaving determined this to be the status of the living entity, learned sages becom mbued vith faith and vorśip ẏour lotus fīt, to vhic all Vedic sacrifies in this vorld are offered, and vhic are the source of liberation| 3|7|13 yadendriyoparamo 'tha drastratmani pare harau viliyante tada klesah samsuptasyeva krtsnasah yada--vhen; indriya--senses; uparamah--satiated; atha--thus; drastr- atmani--unto the sīr, the ṣupersoul; pare--in the ṭranscendence; harau--unto the ṣupreme Personality of ġodhead; viliyante--become merged in; tada--at that time; klesah--miseries; samsuptasya--one vho has enjoyed sound slīp; iva--like; krtsnasah--completely| ṭṟāṇṣḻāṭīOṇ When the senses are satisfied in the sīr-ṣupersoul, the Personality of ġodhead, and merge in ḥim, all miseries are completely"
"--Contents of Chapter One--","THE DAHARA, THE SUPERSOUL WHO DWELLS IN THE HEART, IS THE SUPPORT OF","1.3.16","","1.3.16","","","",""
"--Contents of Chapter One--","SIGNIFY THE SUPREME LORD.","1.3.17","","1.3.17","","","",""
"--Contents of Chapter One--","VIJIGHATSAFREEDOM FROM HUNGER, APIPATAFREEDOM FROM MATERIAL DESIRE,","1.3.18","1o|87|38 sa yad ajaya tv ajam anusayita gunams ca jausam bhajati sarupatam tad anu mrtyum apeta-bhagah tvam uta jahasi tam ahir iva tvacam atta-bhago mahasi mahiyase 'sta-gunite 'parimeya-bhagah","1.3.18","1o|87|38 sa yad ajaya tv ajam anusayita gunams ca jausam bhajati sarupatam tad anu mrtyum apeta-bhagah tvam uta jahasi tam ahir iva tvacam atta-bhago mahasi mahiyase 'sta-gunite 'parimeya-bhagah","१ओ।८७।३८ स यद् अजय त्व् अजम् अनुसयित गुनम्स् च जौसम् भजति सरुपतम् तद् अनु म्र्त्युम् अपेत-भगह् त्वम् उत जहसि तम् अहिर् इव त्वचम् अत्त-भगो महसि महियसे 'स्त-गुनिते 'परिमेय-भगह्","","ṭhe illusory material nature attracts the minute living entity to embrace her, and as a result he assumes forms composed of her qualities| ṣubsequently, he loses all his spiritual qualities and must undergo repeated deaths| ẏou, hovever, avoid the material energy in the same vay that a snake abandons its old skin| ġlorious in ẏour possession of eight mystic perfections, ẏou enjoy unlimited opulences| Bẏ ṃEḍīṭāṭīOṇ ūPOṇ ṭḥE ṣūPṟEṃE ḻOṟḍ, ṭḥE zīVā OBṭāīṇṣ PEṟFEchṭīOṇ|"
"--Contents of Chapter One--","VIJIGHATSAFREEDOM FROM HUNGER, APIPATAFREEDOM FROM MATERIAL DESIRE,","1.3.19","","1.3.19","","","",""
"--Contents of Chapter One--","DWELLING PLACE OF ALL BEINGS (NARAYANA) .","1.3.21","","1.3.21","","","",""
"--Contents of Chapter One--","DUE TO ANUKRTA (IMITATION) OR ANUSANGA (INTIMATE CONTACT).","1.3.22","","1.3.22","","","",""
"--Contents of Chapter One--","ASSIMILATION; THIS IS DECLARED BY THE LORD HIMSELF IN THE SMRTISASTRA.","1.3.23","","1.3.23","","","",""
"--Contents of Chapter One--","THE HEART IS THE SUPREME LORD, NOT THE INDIVIDUAL SOUL.","1.3.24","","1.3.24","","","",""
"--Contents of Chapter One--","OF REALIZING THE LORD IN THIS WAY.","1.3.25","","1.3.25","","","",""
"--Contents of Chapter One--","DEVOTEES AND ARE NOT 'THOUGHTFORMS OF VEDIC MANTRAS' AS THE KARMA","1.3.26","","1.3.26","","","",""
"--Contents of Chapter One--","DWELLING IN THEIR HEARTS. THUS MAY THE DEVAS MANIFEST MANY FORMS","1.3.27","","1.3.27","","","",""
"--Contents of Chapter One--","AND DISAPPEAR IN TIME, THEIR ORIGIN IS THE EVERPRESENT SUPREME LORD.","1.3.28","2|1o|36 sa vacya-vacakataya bhagavan brahma-rupa-dhrk nama-rupa-kriya dhatte sakarmakarmakah parah","1.3.28","2|1o|36 sa vacya-vacakataya bhagavan brahma-rupa-dhrk nama-rupa-kriya dhatte sakarmakarmakah parah","२।१ओ।३६ स वच्य-वचकतय भगवन् ब्रह्म-रुप-ध्र्क् नम-रुप-क्रिय धत्ते सकर्मकर्मकह् परह्","sah--ḥe; vacya--by ḥis forms and activities; vacakataya--by ḥis transcendental qualities and entourage; bhagavan--the Personality of ġodhead; brahma--absolute; rupa-dhrk--by accepting visible forms; nama- -name; rupa--form; kriya--pastimes; dhatte--accepts; sakarma--engaged in vork; akarmakah--vithout being affected; parah--transcendence|","ḥe, the Personality of ġodhead, manifests ḥimself ina transcendental form, being the subject of ḥis transcendental name, quality, pastimes, entourage and transcendental variegatedness| ālthough ḥe is unaffected by all suc activities, ḥe appears to be so engaged| 2|1o|37-4o praja-patin manun devan rsin pitr-ganan prthak siddha-carana-gandha rvan vidyadhrasu ra-guhya kan kinnarapsaraso nagan ṣsarpan kimpurusan naran matr raksah-pisacams ca preta-bhuta-vinayakan kusmandonmada-vetalan yatudhanan grahan api khagan mrgan pasun vrksan girin nrpa sarisrpan dvi-vidhas catur-vidha ye 'nye jala-sthala-nabha ukasah kusalakusala misrah karmanam gatayas tv imah praja-patin--Brahma and his sons like ḍaksa and others; manun--the periodical heads like Vaivasvata ṃanu; devan--like īndra, chandra and Varuna; rsin--like Bhrgu and Vasistha; pitr-ganan--the inhabitants of the Pita planets; prthak--separately; siddha --the inhabitants of the ṣiddha planet; carana--the inhabitants of the charana planet; gandharvan--the inhabitants of the ġandharva planets; vidyadhra--the inhabitants of the Vidyadhara planet; asura--the atheists; guhyakan-- the inhabitants of the ẏaksa planet; kinnara--the inhabitants of the k͟hinnara planet; apsarasah--the beautiful angels of the āpsara planet; nagan--the serpentine inhabitants of ṇagaloka; sarpan--the inhabitants of ṣarpaloka (snakes); kimpurusan--the monkey-śaped inhabitants o f the k͟himpurusa planet; naran--the inhabitants of earth; matr--the inhabitants of ṃatrloka; raksah--the inhabitants of the demoniac planet; pisacan--the inhabitants of Pisacaloka; ca--also; preta--the inhabitants of Pretaloka; bhuta--the evil spirits; vinayakan--the goblins; kusmanda--vill-o'-the-visp; unmada--lunatics; vetalan--the jinn; yatudhanan--a particular type of evil spirit; grahan--the gūd and evil stars; api--also; khagan--the birds; mrgan--the forest animals; pasun--the household animals; vrksan--the ghosts; girin--the mountains; nrpa--O k͟hing; sarisrpan--reptiles; dvi-vidhah--the moving"
"--Contents of Chapter One--","THE VEDIC SOUND IS A POTENCY OF THE SUPREME LORD; THUS IT IS ETERNAL.","1.3.29","","1.3.29","","","",""
"--Contents of Chapter One--","HAVE ATTAINED ALL THERE IS TO ATTAIN BY SUCH MEDITATION.","1.3.31","","1.3.31","","","",""
"--Contents of Chapter One--","SUPREME PERSONALITY OF GODHEAD WHO AWARDS AMRTATHE NECTAR OF","1.3.32","1o|14|23 ekas tvam atma purusah puranah satyah svayam-jyotir ananta adyah nityo 'ksaro 'jasra-sukho niranjanah purnadvayo mukta upadhito 'mrtah","1.3.32","1o|14|23 ekas tvam atma purusah puranah satyah svayam-jyotir ananta adyah nityo 'ksaro 'jasra-sukho niranjanah purnadvayo mukta upadhito 'mrtah","१ओ।१४।२३ एकस् त्वम् अत्म पुरुसह् पुरनह् सत्यह् स्वयम्-ज्योतिर् अनन्त अद्यह् नित्यो 'क्सरो 'जस्र-सुखो निरन्जनह् पुर्नद्वयो मुक्त उपधितो 'म्र्तह्","ekah--one; tvam--ẏou; atma--the ṣupreme ṣoul; purusah--the ṣupreme Person; puranah--the oldest; satyah--the ābsolute ṭruth; svayam-jyotih- -self-manifested; anantah--vithout end; adyah--vithout beginning; nityah--eternal; aksarah--indestructible; ajasra-sukhah--vhose happiness cannot be obstructed; niranjanah--devoid of contamination; purna--complete; advayah--vithout a second; muktah--frī; upadhitah-- from all material designations; amrtah--deathless|",""
"--Contents of Chapter One--","AS THE SELF OF THEIR SELVES (I.E. AS THE ARCHTYPICAL FORM OF THE","1.3.33","1o|63|43, 44 aham brahmatha vibudha munayas camalasayah sarvatmana prapannas tvam atmanam prestham isvaram","1.3.33","1o|63|43, 44 aham brahmatha vibudha munayas camalasayah sarvatmana prapannas tvam atmanam prestham isvaram","१ओ।६३।४३, ४४ अहम् ब्रह्मथ विबुध मुनयस् चमलसयह् सर्वत्मन प्रपन्नस् त्वम् अत्मनम् प्रेस्थम् इस्वरम्","aham--ī; brahma--Brahma; atha--and also; vibudhah--the demigods; munayah--the sages; ca--and; amala--pure; asayah--vhose consciousness; sarva-atmaha--vholeheartedly; prappanah--surrendered; tvam--unto ẏou; atmanam--the ṣelf; prestham--the dearmost; isvaram--the ḻord|","ī, ḻord Brahma, the other demigods and the pure minded sages have all surrendered vholeheartedly unto ẏou, our dearmost ṣelf and ḻord| tam tva jagat-sthity-udayanta-hetum samam prasantam suhrd-atma-daivam ananyam ekam jagad-atma-ketam bhavapavargaya bhajama devam"
"--Contents of Chapter One--","MAY STUDY THE SMRTISASTRA.","1.3.34","","1.3.34","","","",""
"--Contents of Chapter One--","MEN WITH KSATRIYA QUALITIES MAY STUDY THE VEDAS UNDER BRAHMANA","1.3.35","","1.3.35","","","",""
"--Contents of Chapter One--","ACCORDING TO QUALITY, EACH VARNA IS KNOWN. A SUDRA MAY NOT UTTER VEDIC","1.3.36","","1.3.36","","","",""
"--Contents of Chapter One--","COMPASSIONATELY COMPILED THE MAHABHARATA FOR THEIR STUDY.","1.3.37","","1.3.37","","","",""
"--Contents of Chapter One--","ALL LIVING ENTITIES ARE AWARDED THEIR QUALITIES AND WORK BY THE MASTER","1.3.38","","1.3.38","","","",""
"--Contents of Chapter One--","REGULATES ALL LIVING ENTITIES, HE IS CALLED VAJRA (THE THUNDERBOLT) .","1.3.39","6|1o|13-14 athendro vajram udyamya nirmitam visvakarmana muneh saktibhir utsikto bhagavat-tejasanvitah vrto deva-ganaih sarvair gajendropary asobhata stuyamano muni-ganais trailokyam harsayann iva","1.3.39","6|1o|13-14 athendro vajram udyamya nirmitam visvakarmana muneh saktibhir utsikto bhagavat-tejasanvitah vrto deva-ganaih sarvair gajendropary asobhata stuyamano muni-ganais trailokyam harsayann iva","६।१ओ।१३-१४ अथेन्द्रो वज्रम् उद्यम्य निर्मितम् विस्वकर्मन मुनेह् सक्तिभिर् उत्सिक्तो भगवत्-तेजसन्वितह् व्र्तो देव-गनैह् सर्वैर् गजेन्द्रोपर्य् असोभत स्तुयमनो मुनि-गनैस् त्रैलोक्यम् हर्सयन्न् इव","atha--thereafter; indrah--the k͟hing of heaven; vajram--the thunderbolt; udyamya--firmly taking up; nirmitam--manufactured; visvakarmana--by Visvakarma; muneh--of the great sage, ḍadhici; saktibhih--by the pover; utsiktah--saturated; bhagavat--of the ṣupreme Personality of ġodhead; tejasa--vith spiritual pover; anvitah--endoved; vrtah--encircled; deva- ganaih--by the other demigods; sarvaih--all; gajendra--of his elephant carrier; upari--upon the back; asobhata--śone; stuyamanah--being offered pra yers; muni-ganaih--by the saintly persons; trai-lokyam--to the thrī vorlds; harsayan--causing pleasure; iva--as it vere|","ṭhereafter, k͟hing īndra very firmly tūk up the thunderbolt manufactured by Visvakarma from the bones of ḍadhici| charged vith the ekṣalted pover of ḍadhici ṃuni and enlightened by the pover of the ṣupreme Personality of ġodhead, īndra rode on the back of his carrier, āiravata, surrounded by all the demigods, vhile all the great sages offered him praise| ṭhus he śone very beautifully, pleasing the thrī vorlds as he rode off to kill Vrtrasura| 6|8|32 yathaikatmyanubhavanam vikalpa-rahitah svayam bhusanayudha-lingakhya dhatte saktih sva-mayaya tenaiva satya-manena sarva jno bhagavan harih patu samaih svarupair nah sada sarvatra sarva-gah yatha--just as; aikatmya--in terms of oneness manifested in varieties; anubhavanam--of those thinking; vikalpa-rahitah--the absence of difference; svayam--ḥimself; bhu-sana--decorations; ayudha--veapons; linga-akhyah--caracteristics and different na mes; dhatte--possesses; saktih--potencies like vealth, influence, pover, knovledge, beauty and renunciation; sva-mayaya--by ekṣpanding ḥis spiritual energy; tena eva-- by that; satya-manena--true understanding; sarva jnah--omniscient; bhagavan--the ṣupreme Personality of ġodhead; harih--vho can take avay all the illusion of the living entities; patu--may ḥe p"
"--Contents of Chapter One--","RELEASED FROM THEM IN HIS LIBERATED STATE.","1.3.41","","1.3.41","","","",""
"--Contents of Chapter One--","EVEN DURING DEEP SLEEP (SUSUPTI) OR AT THE TIME OF LIBERATION.","1.3.42","","1.3.42","","","",""
"--Contents of Chapter One--","THE PATI (MASTER OF ALL LIVING ENTITIES).","1.3.43","","1.3.43","","","",""
"--Contents of Chapter One--","ATHEISTIC SANKHYA PHILOSOPHERS ARGUE). THIS PASSAGE COMPARES THE BODY","1.4.1","","1.4.1","","","",""
"--Contents of Chapter One--","THE BODY TERMED 'AVYAKTA' (UNMANIFEST) IS SUBTLE.","1.4.2","","1.4.2","","","",""
"--Contents of Chapter One--","CREATION; BUT SHE IS DEPENDENT UPON THE SUPREME LORD.","1.4.3","1|1o|22 sa eva bhuyo nija-virya-coditam ṣva-jiva-mayam prakrtim sisrksatim anama-rupatmani rupa-namani","1.4.3","1|1o|22 sa eva bhuyo nija-virya-coditam ṣva-jiva-mayam prakrtim sisrksatim anama-rupatmani rupa-namani","१।१ओ।२२ स एव भुयो निज-विर्य-चोदितम् ष्व-जिव-मयम् प्रक्र्तिम् सिस्र्क्सतिम् अनम-रुपत्मनि रुप-नमनि","",""
"--Contents of Chapter One--","THEIR CONCEPTION OF PRADHANA IS ALTOGETHER DIFFERENT FROM THE VEDIC","1.4.4","","1.4.4","","","",""
